index,ts,open,high,low,close,vol
248,2025-08-16 03:00:00,117505.52,117657.97,117389.56,117429.63,217.17429
249,2025-08-16 04:00:00,117429.63,117884.0,117419.44,117815.66,222.51215
250,2025-08-16 05:00:00,117815.66,117852.25,117522.7,117595.78,201.54892
251,2025-08-16 06:00:00,117595.78,117635.42,117278.0,117394.65,260.53589
252,2025-08-16 07:00:00,117394.64,117674.77,117344.69,117596.07,240.659
253,2025-08-16 08:00:00,117596.07,117677.06,117501.16,117631.09,185.0877
254,2025-08-16 09:00:00,117631.09,117703.92,117306.0,117312.0,303.36694
255,2025-08-16 10:00:00,117312.0,117447.05,117143.98,117388.0,524.83945
256,2025-08-16 11:00:00,117387.99,117540.0,117350.12,117378.52,192.74721
257,2025-08-16 12:00:00,117378.52,117747.36,117327.63,117747.36,348.10374
258,2025-08-16 13:00:00,117747.35,117799.99,117582.29,117623.52,365.37584
259,2025-08-16 14:00:00,117623.53,117771.4,117550.0,117771.39,253.05868
260,2025-08-16 15:00:00,117771.4,117825.0,117621.1,117676.7,224.96201
261,2025-08-16 16:00:00,117676.7,117817.65,117676.7,117747.65,389.81984
262,2025-08-16 17:00:00,117747.64,117747.65,117651.72,117693.0,181.46105
263,2025-08-16 18:00:00,117692.99,117757.06,117629.94,117685.79,112.36973
264,2025-08-16 19:00:00,117685.78,117771.4,117652.92,117672.12,133.77621
265,2025-08-16 20:00:00,117672.13,117713.51,117522.01,117655.41,155.93762
266,2025-08-16 21:00:00,117655.41,117655.42,117433.33,117452.21,152.99321
267,2025-08-16 22:00:00,117452.21,117552.0,117219.34,117460.56,325.20777
268,2025-08-16 23:00:00,117460.57,117475.07,117278.23,117380.66,198.79271
269,2025-08-17 00:00:00,117380.66,117419.45,117255.18,117255.19,159.66726
270,2025-08-17 01:00:00,117255.18,117491.44,117172.21,117439.97,244.13312
271,2025-08-17 02:00:00,117439.97,117624.55,117381.39,117606.0,157.36164
272,2025-08-17 03:00:00,117606.0,117771.37,117505.93,117684.95,209.36889
273,2025-08-17 04:00:00,117684.96,118187.28,117684.95,118076.11,372.88806
274,2025-08-17 05:00:00,118076.12,118230.82,118000.0,118000.01,296.61443
275,2025-08-17 06:00:00,118000.0,118118.0,117905.37,117923.99,232.28871
276,2025-08-17 07:00:00,117924.0,118030.15,117843.74,118005.98,207.89215
277,2025-08-17 08:00:00,118005.98,118399.99,117922.0,118366.06,337.81576
278,2025-08-17 09:00:00,118366.05,118484.0,118235.0,118345.99,330.30362
279,2025-08-17 10:00:00,118345.99,118393.35,118190.0,118393.34,170.26339
280,2025-08-17 11:00:00,118393.34,118393.35,118270.8,118308.01,169.29272
281,2025-08-17 12:00:00,118308.0,118356.62,118134.51,118162.6,183.56593
282,2025-08-17 13:00:00,118162.61,118575.0,118059.12,118429.99,396.26094
283,2025-08-17 14:00:00,118429.99,118473.66,118150.0,118150.01,189.61777
284,2025-08-17 15:00:00,118150.01,118263.9,118137.25,118246.16,204.82807
285,2025-08-17 16:00:00,118246.15,118316.01,117700.7,117834.56,488.38516
286,2025-08-17 17:00:00,117834.55,117934.82,117645.04,117900.0,212.98829
287,2025-08-17 18:00:00,117900.01,117947.98,117321.53,117542.01,360.32583
288,2025-08-17 19:00:00,117542.01,117749.12,117468.0,117570.07,264.4763
289,2025-08-17 20:00:00,117570.07,117749.32,117508.49,117599.44,141.19933
290,2025-08-17 21:00:00,117599.44,117781.38,117599.43,117700.0,104.468
291,2025-08-17 22:00:00,117700.01,117995.37,117688.5,117954.99,232.19191
292,2025-08-17 23:00:00,117955.0,117978.42,117371.65,117405.01,232.44464
293,2025-08-18 00:00:00,117405.01,117543.75,117020.0,117290.19,640.08542
294,2025-08-18 01:00:00,117290.2,117409.87,116166.03,116269.54,1892.28591
295,2025-08-18 02:00:00,116269.53,116339.61,115292.67,115453.24,2015.07156
296,2025-08-18 03:00:00,115452.0,115636.89,115000.0,115319.0,1253.98009
297,2025-08-18 04:00:00,115319.0,115533.89,115079.91,115469.51,597.83019
298,2025-08-18 05:00:00,115469.52,115688.0,115000.0,115687.99,763.17629
299,2025-08-18 06:00:00,115687.99,115712.49,114878.71,115245.56,1274.28433
300,2025-08-18 07:00:00,115245.56,115477.2,115186.56,115205.98,798.13334
301,2025-08-18 08:00:00,115205.99,115402.51,115068.58,115135.43,582.2051
302,2025-08-18 09:00:00,115135.43,115135.44,114640.14,115038.46,1245.97423
303,2025-08-18 10:00:00,115038.46,115261.69,114985.0,115058.58,567.82403
304,2025-08-18 11:00:00,115058.58,115127.54,114860.62,114947.27,397.98648
305,2025-08-18 12:00:00,114947.27,115520.0,114902.94,115519.99,477.46603
306,2025-08-18 13:00:00,115520.0,115736.54,114825.0,114839.13,824.85948
307,2025-08-18 14:00:00,114839.14,115633.73,114839.14,115633.73,673.6191
308,2025-08-18 15:00:00,115633.72,116186.97,115402.0,116145.34,796.23484
309,2025-08-18 16:00:00,116145.34,116350.0,115818.86,115962.24,496.59282
310,2025-08-18 17:00:00,115962.24,116800.0,115962.23,116428.99,713.09082
311,2025-08-18 18:00:00,116428.98,116579.16,116238.71,116481.81,239.93978
312,2025-08-18 19:00:00,116481.8,116639.35,116204.0,116313.99,281.74931
313,2025-08-18 20:00:00,116314.0,116529.5,115980.32,116407.99,349.12342
314,2025-08-18 21:00:00,116407.99,116675.67,116403.76,116648.99,230.40574
315,2025-08-18 22:00:00,116649.0,116980.0,116394.12,116399.99,316.21157
316,2025-08-18 23:00:00,116400.0,116564.38,116089.0,116227.05,317.80966
317,2025-08-19 00:00:00,116227.05,116563.55,115516.82,116563.13,597.52684
318,2025-08-19 01:00:00,116563.12,116725.69,115710.03,115798.0,461.06933
319,2025-08-19 02:00:00,115798.0,116051.0,115635.63,115747.08,344.75966
320,2025-08-19 03:00:00,115747.09,115771.98,114787.23,114810.0,987.54165
321,2025-08-19 04:00:00,114810.01,115372.55,114366.0,115305.99,973.09499
322,2025-08-19 05:00:00,115306.0,115483.24,114944.16,114972.9,406.89708
323,2025-08-19 06:00:00,114972.9,115219.99,114914.26,115019.99,394.62483
324,2025-08-19 07:00:00,115019.99,115056.0,114600.74,114978.14,724.50631
325,2025-08-19 08:00:00,114978.15,115300.0,114804.0,115186.48,489.77403
326,2025-08-19 09:00:00,115186.47,115488.27,115185.92,115322.7,443.60844
327,2025-08-19 10:00:00,115322.69,115577.6,115317.92,115400.0,241.6168
328,2025-08-19 11:00:00,115400.0,115650.0,115400.0,115508.71,296.0435
329,2025-08-19 12:00:00,115508.71,115617.84,115282.7,115599.99,338.93222
